loan_status,total_pymnt_inv,int_rate,emp_length,title,delinq_2yrs,total_rec_int,emp_title,mths_since_recent_inq,pub_rec_bankruptcies,open_rv_24m,il_util,num_bc_tl,annual_inc,zip_code,addr_state,dti,mo_sin_old_il_acct,tot_coll_amt,open_il_24m,total_cu_tl,bc_util,mo_sin_old_rev_tl_op,earliest_cr_line,last_credit_pull_d
Paid,205.75,11.99%,2 years,Credit card refinancing,0,83.27,Sonograper,9,0,2,82,4,65000,334xx,FL,28.24,57,200,4,2,60.1,169,Nov-2003,Feb-2018
Paid,194.63,10.42%,5 years,Other,0,45.59,Refill,1,0,3,77,3,53027,770xx,TX,12.52,21,0,2,2,57.3,56,Apr-2013,Feb-2018
Paid,193.81,6.72%,5 years,Debt consolidation,0,30.33,IT Security,19,0,1,62,6,90000,212xx,MD,13.04,90,0,1,4,39.4,96,Dec-2009,Feb-2018
Paid,644.99,12.62%,10+ years,Debt consolidation,0,271.68,Bureau Chief of Public Health,1,0,3,72,6,104000,773xx,TX,28.58,151,0,2,0,40.6,114,May-2005,Feb-2018
Paid,923.78,10.91%,1 year,Debt consolidation,0,69.3,Lead,20,0,4,77,7,36000,754xx,TX,21.63,35,0,2,0,33.4,50,Oct-2013,Feb-2018
Paid,593.82,11.99%,1 year,Debt consolidation,0,156.74,Director,1,0,1,71,5,113000,296xx,SC,20.25,147,0,2,0,50.1,350,Oct-1988,Feb-2018
Paid,795.45,7.35%,10+ years,Debt consolidation,0,135.26,CEO/ President,9,0,1,6,6,80000,463xx,IN,33.33,159,0,1,1,50.7,217,Nov-1999,Feb-2018
Paid,508.05,13.59%,10+ years,Car financing,0,226.5,Kitchen Designer,0,0,0,57,4,68000,191xx,PA,24.69,41,0,0,0,48.6,473,Jul-1978,Feb-2018
Paid,641.03,13.59%,1 year,Home improvement,0,188.75,Maintenance technician,2,0,2,NA,4,56000,209xx,MD,21.76,15,0,2,0,65.1,39,Sep-2014,Feb-2018
Paid,514.91,15.05%,10+ years,Credit card refinancing,0,158.31,Part Owner,NA,0,0,NA,3,138000,691xx,NE,0.64,NA,0,0,0,100.6,274,Jan-1995,Feb-2018
Paid,800.29,10.42%,2 years,Debt consolidation,0,289.44,Partner,11,0,1,71,7,750000,064xx,CT,9.04,327,426,2,0,73.8,362,Oct-1987,Feb-2018
Paid,1166.96,5.32%,10+ years,Debt consolidation,0,147.77,Physician,3,0,2,77,7,350000,329xx,FL,8.06,158,0,1,0,48.6,188,Apr-2002,Feb-2018
Paid,309.71,14.08%,10+ years,Debt consolidation,0,93.87,Project manager,6,0,2,81,3,104000,600xx,IL,9.47,19,0,2,0,55.4,56,Apr-2013,Feb-2018
Paid,132.19,7.97%,8 years,Credit card refinancing,0,24.35,dental assistant,NA,0,2,54,2,35000,850xx,AZ,31.07,116,0,1,1,46.9,73,Apr-2008,Feb-2018
Paid,423.38,13.59%,10+ years,Debt consolidation,0,188.75,Office Manager,NA,0,3,121,11,53000,941xx,CA,23.94,187,0,3,6,1.2,217,Nov-1999,Feb-2018
Paid,512.51,14.08%,10+ years,Credit card refinancing,0,234.67,Nurse,NA,0,1,43,6,41000,100xx,NY,20.49,173,0,0,0,81.4,80,Jul-2003,Dec-2017
Paid,884.15,16.02%,1 year,Credit card refinancing,0,445,Software Developer,NA,0,1,NA,5,95000,757xx,TX,28.69,25,0,0,2,96.9,62,Oct-2012,Feb-2018
Paid,147.34,9.93%,10+ years,Debt consolidation,0,33.1,Health and Wellness Coordinator,5,0,1,74,5,75000,070xx,NJ,10.4,181,145,1,0,19.4,207,Sep-2000,Feb-2018
Paid,728.22,12.62%,10+ years,Credit card refinancing,0,306.73,road tech,NA,0,1,58,2,55076,131xx,NY,15.47,78,0,0,1,87.7,149,Oct-1998,Feb-2018
Paid,357.8,6.72%,7 years,Car financing,0,56,Flight Respiratory Therapist,4,1,1,42,5,80000,351xx,AL,8.27,360,0,2,1,53.4,89,Dec-1987,Feb-2018
Paid,286.83,23.88%,10+ years,Other,0,132.67,pharmacist,6,0,3,94,4,60000,193xx,PA,22.58,123,0,6,0,6.2,198,Jun-2001,Feb-2018
Paid,259.07,17.09%,2 years,Debt consolidation,0,136.48,server,19,0,2,73,3,35000,787xx,TX,34.62,71,0,3,2,36.7,40,Jan-2012,Feb-2018
Paid,918.59,9.44%,10+ years,Business,0,287.02,President,16,0,1,46,5,90000,840xx,UT,16.2,128,0,0,2,75.3,291,Sep-1993,Feb-2018
Paid,793.34,9.93%,10+ years,Debt consolidation,0,275.83,Manager,19,0,0,NA,5,125000,925xx,CA,6.32,NA,0,0,0,68.6,284,Mar-1994,Feb-2018
Paid,1116.29,5.32%,4 years,Credit card refinancing,0,140.39,General Manager,7,0,3,44,5,200000,895xx,NV,10.46,39,0,1,3,48.8,251,Feb-1976,Feb-2018
Paid,705.03,5.32%,10+ years,Credit card refinancing,0,88.67,IT Director,3,0,4,83,9,135000,837xx,ID,21.88,127,0,3,4,0,185,Jul-2002,Feb-2018
Paid,2320.94,7.97%,1 year,Credit card refinancing,0,51.8,Regional Sales Manager,6,0,4,NA,7,65000,488xx,MI,5.51,210,0,1,0,29.9,180,Jun-2000,Feb-2018
Paid,320.11,10.42%,10+ years,Debt consolidation,0,115.77,sales,1,0,3,92,16,90000,211xx,MD,16.15,191,0,1,0,63,457,Nov-1979,Feb-2018
Paid,198.08,6.08%,4 years,Debt consolidation,0,20.94,Manager,0,0,3,95,9,40400,087xx,NJ,21.9,148,0,2,0,3.2,260,Feb-1985,Feb-2018
Paid,150.09,7.35%,10+ years,Other,1,25.52,Maintnance,5,0,10,45,19,52000,104xx,NY,17.49,19,0,1,0,2,168,Dec-2003,Feb-2018
Paid,450.26,7.35%,5 years,Credit card refinancing,0,76.56,Driver,14,0,5,59,16,110000,950xx,CA,13.6,24,0,2,0,24.8,188,Apr-2002,Feb-2018
Paid,312.1,12.62%,10+ years,Home improvement,0,131.46,Administrator,NA,0,7,48,15,110000,076xx,NJ,12.97,34,0,0,1,63,289,Nov-1993,Feb-2018
Paid,601.63,15.05%,1 year,Credit card refinancing,0,261.26,Teacher,4,0,6,74,9,60000,774xx,TX,28.84,87,0,1,0,52.1,76,Sep-2010,Feb-2018
Paid,246.9,11.99%,6 years,Debt consolidation,0,99.92,Technician,9,0,7,69,8,39520,238xx,VA,22.23,55,0,1,1,16.1,71,Jan-2012,Feb-2018
Paid,372.21,10.42%,7 years,Credit card refinancing,0,86.83,Nurse manager,NA,0,0,66,5,75000,384xx,TN,19.22,145,3184,0,0,74.9,144,Mar-1996,Feb-2018
Paid,720.88,17.09%,< 1 year,Home improvement,0,379.77,Consultant Quality Audit,2,0,4,93,5,74000,301xx,GA,76.31,138,0,7,6,70.7,44,Jun-2006,Dec-2017
Paid,460.41,9.44%,2 years,Credit card refinancing,0,98.33,Senior Trust Officer,1,0,0,44,7,155000,913xx,CA,20.99,172,0,2,0,75.3,193,Nov-2001,Feb-2018
Paid,790.11,14.08%,10+ years,Debt consolidation,0,361.77,E-7,4,0,0,70,5,64000,796xx,TX,22.46,99,0,3,5,2.4,132,Dec-2006,Dec-2017
Paid,150.09,7.35%,10+ years,Debt consolidation,0,25.52,Assistant Manager,14,0,0,71,6,48000,383xx,TN,32.58,171,0,3,0,52.5,125,Sep-2003,Feb-2018
Paid,707.82,9.44%,10+ years,Debt consolidation,0,236,Project Manager,7,0,0,3,8,150000,481xx,MI,18.78,137,0,1,7,39.3,249,Mar-1997,Feb-2018
Paid,300.17,7.35%,10+ years,Other,0,51.04,Heavy Equipment  Operator,22,0,2,38,6,80000,245xx,VA,37.29,116,0,0,2,36.9,61,Mar-1999,Feb-2018
Paid,555.22,14.08%,NA,Debt consolidation,0,254.23,NA,NA,0,0,75,6,45000,337xx,FL,15.89,118,0,1,7,23.1,166,Feb-2004,Dec-2017
Paid,424.54,7.97%,7 years,Business,0,77.77,Owner,10,0,4,28,6,80000,970xx,OR,12.15,123,0,0,0,35.7,82,Sep-2007,Feb-2018
Paid,640.63,14.08%,NA,Debt consolidation,0,293.33,NA,6,1,9,50,13,32000,181xx,PA,47.6,129,0,2,0,21.3,496,Aug-1976,Feb-2018
Paid,312.1,12.62%,9 years,Home improvement,0,131.46,Driver,1,1,2,48,5,65000,601xx,IL,10.1,130,0,1,3,40,138,Jun-2006,Feb-2018
Paid,69.86,21.45%,5 years,Home improvement,0,29.79,Manager,9,0,3,66,7,98000,273xx,NC,33.86,261,0,1,3,100.2,404,Apr-1984,Dec-2017
Paid,822.97,11.99%,3 years,Other,0,333.06,General Manager,8,0,6,77,7,80000,100xx,NY,3.07,158,0,0,0,1.5,164,Apr-2004,Feb-2018
Paid,524.3,25.82%,6 years,Debt consolidation,0,358.61,owner,16,0,0,72,3,1000,338xx,FL,740.96,137,0,1,3,94.5,128,Aug-2005,Dec-2017
Paid,495.61,17.09%,3 years,Credit card refinancing,0,261.1,Nurse,0,0,1,78,8,42000,196xx,PA,15.54,29,115,2,0,15.1,130,Feb-2007,Feb-2018
Paid,400.15,10.42%,< 1 year,Debt consolidation,0,144.73,Mortgage Banker,4,0,0,62,9,182000,214xx,MD,21.47,34,0,2,0,69,447,Sep-1980,Feb-2018
Paid,429.5,15.05%,NA,Debt consolidation,0,137.7,NA,17,0,0,NA,1,12151,926xx,CA,10.28,168,0,0,0,81.5,219,Sep-1999,Dec-2017
Paid,296.37,13.59%,7 years,Debt consolidation,0,132.13,installer,15,0,1,83,4,40000,633xx,MO,28.35,156,112,2,0,20,198,Jun-2001,Feb-2018
Paid,149.08,6.72%,3 years,Credit card refinancing,0,23.33,RN,NA,0,1,81,3,67000,016xx,MA,14.37,88,0,0,0,30.9,84,Aug-2010,Feb-2018
Paid,1658.84,16.02%,NA,Debt consolidation,0,222.5,NA,17,0,5,80,8,63000,941xx,CA,23.12,138,168,2,0,91.9,381,Mar-1986,Feb-2018
Paid,1310.02,7.97%,7 years,Debt consolidation,0,220.44,Teacher,18,0,0,78,4,75000,191xx,PA,18.42,136,0,1,0,73.4,150,Jun-2005,Feb-2018
Paid,64.53,14.08%,5 years,Major purchase,0,19.56,Security Control Assessor,20,0,1,NA,9,120000,622xx,IL,21.49,136,0,0,3,72.7,154,Feb-2005,Feb-2018
Paid,423.38,13.59%,< 1 year,Business,1,188.75,Owner,17,0,0,103,3,40000,349xx,FL,8.34,160,0,2,3,16,125,Aug-2004,Feb-2018
Paid,329.33,16.02%,1 year,Debt consolidation,0,197.58,Purchase manager,4,0,3,39,10,50000,331xx,FL,33.94,125,0,1,0,26.2,136,Aug-2006,Feb-2018
Paid,1168.8,7.97%,10+ years,Credit card refinancing,1,178.26,Athletic trainer,5,0,0,58,6,160000,926xx,CA,26.98,148,0,4,21,65.3,357,Mar-1988,Feb-2018
Paid,177.68,6.08%,10+ years,Debt consolidation,0,25.33,Paralegal,16,0,0,71,8,62300,791xx,TX,15.7,93,0,0,0,42.8,371,Jan-1987,Feb-2018
Paid,595.57,6.72%,10+ years,Green loan,0,93.33,Management Analyst,3,0,5,NA,4,50000,806xx,CO,6,180,0,0,3,19.8,134,Feb-1996,Nov-2017
Paid,1343.4,12.62%,10+ years,Debt consolidation,1,326.31,Executive Assistant,16,1,3,70,7,80000,913xx,CA,12.44,136,0,2,8,76.8,169,Nov-2003,Feb-2018
Paid,373.03,19.03%,3 years,Credit card refinancing,0,211.44,supervisor,7,0,2,60,10,50000,196xx,PA,27.17,181,426,1,2,70.7,147,Nov-2002,Feb-2018
Paid,1184.55,6.08%,10+ years,Home improvement,0,168.89,Driver/Delivery,NA,0,0,26,2,79054,481xx,MI,12.56,170,0,0,0,73.9,169,Oct-2003,Feb-2018
Paid,688.15,9.44%,1 year,Other,0,229.44,nurse,NA,0,1,NA,7,50000,395xx,MS,9.48,130,0,0,4,46.7,350,Oct-1988,Feb-2018
Paid,310.18,10.42%,2 years,Debt consolidation,0,72.36,Driver,17,0,3,NA,5,24000,917xx,CA,6.1,74,0,0,2,30.7,52,Oct-2011,Feb-2018
Paid,330.94,6.08%,NA,Debt consolidation,0,47.29,NA,5,0,1,43,3,50000,554xx,MN,26.52,264,0,0,4,13.2,377,Jul-1986,Dec-2017
Paid,102.82,5.32%,10+ years,Other,0,12.93,Clinical Supervisor,NA,0,1,NA,8,80000,850xx,AZ,1.3,168,0,0,0,2.1,203,Jan-2001,Feb-2018
Paid,716.96,15.05%,3 years,Debt consolidation,0,344.89,Sales Manager,4,0,3,63,11,128500,040xx,ME,31.19,154,353,2,5,32.3,295,May-1993,Feb-2018
Paid,298.5,9.44%,10+ years,Other,0,65.56,SUPERVISOR,NA,0,2,NA,3,47000,088xx,NJ,3.63,NA,0,0,0,46.8,123,Sep-2007,Feb-2018
Paid,175.53,5.32%,2 years,Debt consolidation,0,22.17,Attorney,7,0,3,76,12,285000,852xx,AZ,14.37,159,0,4,0,11.7,187,Apr-2002,Feb-2018
Paid,2083.56,6.08%,2 years,Credit card refinancing,1,250.73,Director of Government Affairs,2,0,1,83,5,70000,983xx,WA,23.71,170,0,1,0,48.9,171,Sep-2003,Feb-2018
Paid,935.43,10.91%,10+ years,Debt consolidation,1,227.29,Assistant U.S. Attorney,15,0,2,69,11,155000,625xx,IL,36.83,126,0,2,1,84.9,358,Feb-1988,Feb-2018
Paid,94.63,11.99%,7 years,Debt consolidation,0,24.98,Owner/ CEO,17,0,1,83,3,72000,333xx,FL,7.63,164,0,2,1,14.5,26,Apr-2004,Feb-2018
Paid,294.92,9.44%,10+ years,Major purchase,0,98.33,occupational therapist,3,0,0,101,12,52000,076xx,NJ,19.07,7,515,2,0,26.5,296,Apr-1993,Dec-2017
Paid,198.48,16.02%,3 years,Debt consolidation,0,67.02,Paralegal,3,0,1,47,8,75000,021xx,MA,31.44,244,0,0,0,63.4,279,Jul-1994,Feb-2018
Paid,462.83,9.93%,10+ years,Debt consolidation,0,103.44,Executive Associate,NA,0,1,43,7,70000,891xx,NV,24.52,104,1958,1,0,70.2,338,Oct-1989,Feb-2018
Paid,925.65,9.93%,1 year,Home improvement,2,206.87,"Vice President, Continuous Improvement",4,0,4,NA,7,208000,430xx,OH,3.29,129,0,0,1,32.5,362,Oct-1987,Feb-2018
Paid,246.08,9.93%,10+ years,Major purchase,0,55.17,Global Clinical Trial Manager,3,0,1,22,11,125000,371xx,TN,25.07,173,0,2,3,57.9,197,Jul-2001,Feb-2018
Paid,186.31,10.91%,10+ years,Credit card refinancing,1,45.46,Teacher,21,0,0,63,3,57000,374xx,TN,20.32,170,0,1,1,97.7,160,Oct-2003,Feb-2018
Paid,331.34,6.08%,10+ years,Debt consolidation,0,52.02,Client Services Specialist,3,0,2,NA,7,80000,930xx,CA,20.03,130,0,0,1,43.1,367,May-1987,Feb-2018
Paid,1028.34,6.08%,10+ years,Debt consolidation,0,147.77,Owner,4,0,6,NA,16,158000,115xx,NY,2.43,144,0,0,0,13.8,211,May-2000,Feb-2018
Paid,483.92,14.08%,10+ years,Debt consolidation,0,146.67,"Manager, Application Support",13,0,3,91,3,108000,327xx,FL,30.15,129,0,3,3,44.2,159,Dec-2002,Feb-2018
Paid,163,15.05%,< 1 year,Other,1,52.26,Software Engineer,6,0,0,39,3,96000,553xx,MN,11.11,136,69,1,0,NA,116,Aug-2006,Feb-2018
Paid,24681.25,30.17%,3 years,Debt consolidation,0,581.25,Assistant project manager,0,0,2,17,8,62000,141xx,NY,19.01,123,0,0,0,99.2,122,Sep-2007,Feb-2018
Paid,208.74,10.91%,< 1 year,Other,0,42.74,Business Assistant,11,0,6,104,6,30000,705xx,LA,21.36,136,0,2,6,99,182,Oct-2002,Feb-2018
Paid,787.02,9.44%,NA,Credit card refinancing,1,183.55,NA,11,0,1,52,0,80000,851xx,AZ,19.07,224,0,1,6,NA,254,Oct-1996,Feb-2018
Paid,355.74,20.00%,10+ years,Debt consolidation,0,208.33,Public Health,4,0,3,51,2,65000,782xx,TX,34.29,146,0,1,4,94,216,Dec-1999,Dec-2017
Paid,77.14,9.93%,10+ years,Other,0,17.24,Business Analyst,4,0,6,59,9,58500,388xx,MS,27.24,179,0,2,7,38.2,125,Jan-2003,Feb-2018
Paid,242.78,7.97%,NA,Debt consolidation,0,41.49,NA,15,0,1,72,3,55000,285xx,NC,13.35,68,921,1,0,43.8,62,Apr-2012,Feb-2018
Paid,211.51,7.97%,10+ years,Credit card refinancing,0,38.74,Teaching assistant,10,0,1,75,9,41000,130xx,NY,35.51,117,0,1,0,28.1,355,May-1988,Feb-2018
Paid,193.57,14.08%,5 years,Other,0,58.67,Dual Rate Dealer/Supervisor,14,0,0,59,3,76000,335xx,FL,18.17,45,0,2,0,97,136,Aug-2006,Feb-2018
Paid,222.31,12.62%,10+ years,Credit card refinancing,0,61.35,Teacher,0,1,3,0,6,61000,486xx,MI,7.26,142,0,0,1,80,373,Nov-1986,Feb-2018
Paid,355.37,6.08%,9 years,Debt consolidation,0,50.67,Project Director,9,0,3,97,15,85000,967xx,HI,17.67,95,0,3,0,30.8,367,May-1987,Feb-2018
Paid,867.72,10.42%,10+ years,Debt consolidation,0,202.61,Associate Fiscal Administrative Officer,7,0,4,60,7,93000,062xx,CT,21.01,60,0,2,0,41,232,Aug-1998,Feb-2018
Paid,786.47,9.44%,10+ years,Debt consolidation,0,262.23,Sergeant,15,0,2,32,10,250000,928xx,CA,18.97,145,0,0,1,36.7,304,Jul-1992,Feb-2018
Paid,168.38,18.06%,1 year,Other,0,62.71,Executive Director,0,0,2,96,2,107000,466xx,IN,3.87,168,0,1,0,17.4,162,Dec-2003,Feb-2018
Paid,529.22,13.59%,10+ years,Major purchase,0,235.94,Engineer,3,0,3,85,4,145751,950xx,CA,3.46,179,0,4,3,43.6,251,Jan-1997,Feb-2018
Paid,154.31,10.42%,10+ years,Other,0,36.18,Mechanic,NA,0,0,87,3,60000,210xx,MD,29.24,175,0,1,8,72.4,199,May-2001,Dec-2017
Paid,429.35,6.72%,10+ years,Debt consolidation,0,67.2,owner,5,0,0,47,9,48000,038xx,NH,30.28,72,0,0,0,60,357,Mar-1988,Feb-2018
Paid,187.87,10.91%,3 years,Medical expenses,0,45.65,RN,15,0,4,73,4,36000,010xx,MA,29.77,77,0,0,1,54.6,159,Sep-2004,Feb-2018
Paid,367,13.59%,10+ years,Debt consolidation,0,93.6,Nutrition lead,2,0,4,37,3,40000,390xx,MS,17.64,63,395,3,0,49.8,24,Sep-2012,Feb-2018
Paid,379.47,20.00%,3 years,Debt consolidation,0,222.23,Registered Nurse,7,0,3,3,7,120000,917xx,CA,4.74,176,0,0,0,65.5,256,Aug-1996,Dec-2017
Paid,882.66,28.72%,10+ years,Debt consolidation,3,638.23,Carpenter,0,0,1,89,2,62000,134xx,NY,28.3,120,0,9,12,61.4,153,Mar-2005,Feb-2018
Paid,1184.55,6.08%,8 years,Credit card refinancing,0,168.89,Senior Systems Engineer,3,0,1,64,5,127000,786xx,TX,23.84,146,0,2,2,88.1,149,Jul-2005,Feb-2018
Paid,216,9.93%,10+ years,Debt consolidation,0,48.27,Service apprentice,9,0,2,21,3,28000,900xx,CA,10.37,116,0,0,0,5.5,142,Feb-2006,Dec-2017
Paid,278.56,21.45%,NA,Home buying,0,119.17,NA,1,0,6,NA,8,35000,420xx,KY,8.88,133,0,0,0,61.5,52,Nov-2006,Feb-2018
Paid,520.16,12.62%,7 years,Credit card refinancing,0,219.1,Educational Assistant,NA,0,1,63,8,120000,880xx,NM,35.08,140,0,1,1,73.8,323,Jan-1991,Feb-2018
Paid,520.16,12.62%,10+ years,Debt consolidation,0,219.1,Slot Floor,1,0,1,81,8,72500,925xx,CA,11.41,150,0,3,0,40.2,136,Jun-2005,Feb-2018
Paid,51.05,19.03%,< 1 year,Other,0,19.83,PHARMACY TECHNICIAN,NA,0,0,NA,0,25000,405xx,KY,0.32,NA,0,0,0,NA,37,Aug-2012,Feb-2018
Paid,690.33,18.06%,3 years,Credit card refinancing,1,257.11,associate directpr,2,0,4,72,9,110000,666xx,KS,28.44,129,0,2,0,84.2,190,Sep-2001,Feb-2018
Paid,383.51,9.93%,2 years,Credit card refinancing,0,95.99,IT Director,NA,0,0,260,4,86000,941xx,CA,7.34,267,0,0,0,98.1,89,Sep-1995,Feb-2018
Paid,204.17,19.03%,10+ years,Car financing,0,79.29,Teacher,11,0,1,52,4,48000,626xx,IL,38.8,168,0,1,0,97.2,190,Feb-2002,Feb-2018
Paid,750.42,7.35%,5 years,Debt consolidation,0,127.61,Physical therapist and educator,3,0,2,42,6,95000,180xx,PA,21.82,136,0,2,0,57.1,159,Aug-2004,Feb-2018
Paid,108.06,7.35%,4 years,Debt consolidation,1,18.37,Administrative Assistant,NA,0,2,NA,4,43216,294xx,SC,3.18,NA,0,0,0,12,209,Jun-2000,Feb-2018
Paid,232.2,6.08%,10+ years,Credit card refinancing,0,28.53,FLIGHT ATTENDANT,1,0,8,145,11,66996,114xx,NY,4.55,150,0,0,1,29.5,193,Nov-2001,Feb-2018
Paid,218.17,9.93%,1 year,Credit card refinancing,0,75.86,Lead designer,1,0,4,77,14,191000,949xx,CA,20.09,146,0,4,0,16.8,156,Dec-2004,Feb-2018
Paid,249.68,12.62%,10+ years,Debt consolidation,0,105.17,Store director,2,1,1,63,12,250000,952xx,CA,11.36,129,339,1,0,26.2,200,Apr-2001,Feb-2018
Paid,314.94,6.08%,NA,Debt consolidation,0,71.77,NA,8,1,6,53,7,79416,323xx,FL,16.67,130,0,0,4,45.6,276,Jul-1993,Feb-2018
Paid,288.05,11.99%,10+ years,Debt consolidation,0,116.57,Food clerk,NA,0,3,53,8,38000,956xx,CA,29.12,81,0,1,2,26.1,220,Aug-1999,Feb-2018
Paid,694.18,9.93%,10+ years,Debt consolidation,0,241.36,Vice President,13,0,1,84,7,64310,242xx,VA,38.87,152,0,3,0,47.5,144,Nov-2004,Dec-2017
Paid,466.29,19.03%,7 years,Debt consolidation,1,264.31,Manager,3,0,1,74,3,75000,927xx,CA,21.39,125,0,1,0,96,47,Jul-2007,Feb-2018
Paid,624.2,12.62%,2 years,Debt consolidation,0,262.92,President,0,1,4,70,12,50000,346xx,FL,24.59,165,0,2,9,31.6,139,Mar-2004,Feb-2018
Paid,782.14,15.05%,10+ years,Debt consolidation,0,376.25,BUS OPERATOR,2,0,3,93,5,90000,191xx,PA,11.19,67,0,4,5,32.4,51,May-2012,Feb-2018
Paid,315.39,17.09%,2 years,Debt consolidation,0,166.15,Executive Director,0,0,0,74,7,69200,453xx,OH,35.49,150,0,2,2,72.4,154,Feb-2005,Feb-2018
Paid,322.61,14.08%,5 years,Credit card refinancing,0,97.77,Mortgage Associate,1,0,3,69,8,60000,951xx,CA,9.04,101,0,0,0,65,71,Jul-2009,Feb-2018
Paid,623.62,10.91%,10+ years,Car financing,5,151.52,Secretary,5,0,0,53,2,49600,750xx,TX,8.81,136,0,1,2,NA,149,Jul-2005,Feb-2018
Paid,47.32,11.99%,4 years,Other,0,12.49,Attendant,NA,0,2,NA,1,16380,104xx,NY,8.86,NA,0,0,0,92.2,76,Aug-2011,Feb-2018
Paid,326,15.05%,3 years,Other,0,104.52,Administrative Assistant,11,0,2,55,5,38000,333xx,FL,15.41,86,0,0,0,40.6,120,Dec-2007,Dec-2017
Paid,623.62,10.91%,3 years,Credit card refinancing,0,151.52,Superintendent,0,0,4,93,6,80000,786xx,TX,20.55,76,3011,4,1,49,92,Apr-2010,Feb-2018
Paid,176.26,5.32%,1 year,Debt consolidation,0,22.17,Assistant Director,NA,0,0,NA,2,42000,296xx,SC,4.06,43,0,0,0,24.7,347,Jan-1989,Feb-2018
Paid,393.72,25.82%,10+ years,Debt consolidation,1,268.96,dental. Hyg,4,1,15,75,8,60000,243xx,VA,24.9,185,0,5,1,63.9,199,Apr-2001,Feb-2018
Paid,502.85,26.30%,10+ years,Debt consolidation,0,347.02,Forester,6,0,2,81,8,65000,262xx,WV,27.14,97,0,3,0,35.3,141,May-2001,Feb-2018
Paid,450.26,7.35%,1 year,Credit card refinancing,0,76.56,Assistant Principal,7,0,1,NA,9,71350,490xx,MI,11.89,166,0,2,0,57.8,302,Oct-1992,Feb-2018
Paid,884.15,16.02%,6 years,Debt consolidation,1,445,Sr Consultant,5,0,0,14,6,155000,601xx,IL,22.79,144,0,2,6,31.1,255,Sep-1996,Feb-2018
Paid,1157.31,5.32%,2 years,Major purchase,0,127.77,Deputy Attorney IV,5,0,4,NA,7,211200,945xx,CA,9.51,129,0,2,9,16.1,207,Sep-2000,Feb-2018
Paid,646.27,5.32%,10+ years,Debt consolidation,0,81.27,Respiratory therapist,0,0,2,32,8,92000,197xx,DE,12.18,159,0,0,1,36.6,270,Jun-1995,Feb-2018
Paid,747.9,16.02%,NA,Debt consolidation,0,220.78,NA,11,0,4,90,2,30000,349xx,FL,15.36,139,75,1,1,28,13,May-2006,Dec-2017
Paid,366.69,18.06%,4 years,Debt consolidation,0,200.67,Services Partnership Manager,9,0,1,51,14,195000,023xx,MA,21.4,143,0,3,3,50.7,144,Dec-2005,Feb-2018
Paid,887.44,25.82%,1 year,Debt consolidation,0,536.63,Regional Manager,1,0,3,76,6,120000,770xx,TX,12.09,74,0,8,0,78.7,108,Dec-2008,Feb-2018
Paid,229.19,18.06%,10+ years,Debt consolidation,0,125.42,Office manager,NA,0,0,NA,7,42565,799xx,TX,29.18,97,0,0,4,91,131,Sep-2004,Feb-2018
Paid,98.83,16.02%,5 years,Home improvement,1,33.37,Registration,2,0,7,100,7,38599,841xx,UT,15.55,149,0,2,4,17.6,164,Apr-2004,Feb-2018
Paid,154.85,14.08%,2 years,Debt consolidation,1,46.93,IT Manager,0,1,0,57,8,135000,945xx,CA,16.84,88,0,2,0,78.6,126,Jun-2007,Feb-2018
Paid,479.24,11.99%,4 years,Debt consolidation,0,107.39,Account manager,4,0,0,100,3,50000,917xx,CA,8.19,75,0,3,1,0,106,Feb-2009,Feb-2018
Paid,309.75,24.85%,4 years,Debt consolidation,0,207.08,HR,1,0,7,53,10,30000,304xx,GA,48.4,237,0,2,0,51.8,158,Mar-1998,Feb-2018
Paid,1410.71,15.05%,1 year,Credit card refinancing,0,210.71,Clinical Research Associate,7,0,6,89,11,120000,337xx,FL,19.68,147,2397,1,0,54.7,101,Sep-2005,Feb-2018
Paid,381.12,19.03%,10+ years,Debt consolidation,0,148.01,Owner,18,0,0,58,2,85000,676xx,KS,20.61,77,0,1,1,92.2,42,Jul-2011,Dec-2017
Paid,630.35,7.35%,5 years,Debt consolidation,1,107.19,Truck Driver,7,0,3,97,8,91500,031xx,NH,26.91,172,0,3,1,68.1,154,Aug-2003,Feb-2018
Paid,555.4,9.93%,3 years,Credit card refinancing,0,124.13,Asst. Manager,1,0,2,89,5,80000,011xx,MA,36.96,167,72,3,0,41.2,238,Feb-1998,Feb-2018
Paid,155.91,10.91%,1 year,Credit card refinancing,0,37.88,Teaching Assistant,NA,1,2,58,4,20000,165xx,PA,26.59,207,0,0,0,42.3,79,Sep-2000,Feb-2018
Paid,647.97,9.93%,7 years,Debt consolidation,0,144.81,Vice President,1,0,1,63,7,125000,401xx,KY,19.99,145,0,2,3,81.9,120,Nov-2005,Feb-2018
Paid,310.18,10.42%,6 years,Debt consolidation,1,72.36,Custodian,7,0,2,41,6,65000,220xx,VA,18.46,77,0,3,1,83.3,119,Jan-2008,Feb-2018
Paid,416.13,12.62%,10+ years,Debt consolidation,0,175.27,Realtor,NA,0,5,47,6,100000,917xx,CA,16.49,142,0,2,0,62.1,209,Jul-2000,Feb-2018
Paid,1208.63,7.97%,10+ years,Debt consolidation,0,221.39,Stillman,16,0,0,NA,8,124300,790xx,TX,23.34,102,0,1,0,65.4,167,Jan-2004,Feb-2018
